gene_id,gene_name,token
ENSG00000156738,MS4A1,9882
ENSG00000156787,TBC1D31,9883
ENSG00000156795,NTAQ1,9884
ENSG00000156802,ATAD2,9885
ENSG00000156804,FBXO32,9886
ENSG00000156831,NSMCE2,9887
ENSG00000156853,ZNF689,9888
ENSG00000156858,PRR14,9889
ENSG00000156860,FBRS,9890
ENSG00000156869,FRRS1,9891
ENSG00000156873,PHKG2,9892
ENSG00000156875,MFSD14A,9893
ENSG00000156876,SASS6,9894
ENSG00000156885,COX6A2,9895
ENSG00000156886,ITGAD,9896
ENSG00000156920,ADGRG4,9897
ENSG00000156925,ZIC3,9898
ENSG00000156928,MALSU1,9899
ENSG00000156931,VPS8,9900
ENSG00000156958,GALK2,9901
ENSG00000156959,LHFPL4,9902
ENSG00000156966,B3GNT7,9903
ENSG00000156968,MPV17L,9904
ENSG00000156970,BUB1B,9905
ENSG00000156973,PDE6D,9906
ENSG00000156976,EIF4A2,9907
ENSG00000156983,BRPF1,9908
ENSG00000156990,RPUSD3,9909
ENSG00000157005,SST,9910
ENSG00000157014,TATDN2,9911
ENSG00000157017,GHRL,9912
ENSG00000157020,SEC13,9913
ENSG00000157036,EXOG,9914
ENSG00000157045,NTAN1,9915
ENSG00000157060,SHCBP1L,9916
ENSG00000157064,NMNAT2,9917
ENSG00000157077,ZFYVE9,9918
ENSG00000157087,ATP2B2,9919
ENSG00000157093,LYZL4,9920
ENSG00000157103,SLC6A1,9921
ENSG00000157106,SMG1,9922
ENSG00000157107,FCHO2,9923
ENSG00000157110,RBPMS,9924
ENSG00000157111,TMEM171,9925
ENSG00000157119,KLHL40,9926
ENSG00000157131,C8A,9927
ENSG00000157150,TIMP4,9928
ENSG00000157152,SYN2,9929
ENSG00000157168,NRG1,9930
ENSG00000157181,ODR4,9931
ENSG00000157184,CPT2,9932
ENSG00000157191,NECAP2,9933
ENSG00000157193,LRP8,9934
ENSG00000157211,CDCP2,9935
ENSG00000157212,PAXIP1,9936
ENSG00000157214,STEAP2,9937
ENSG00000157216,SSBP3,9938
ENSG00000157219,HTR5A,9939
ENSG00000157224,CLDN12,9940
ENSG00000157227,MMP14,9941
ENSG00000157240,FZD1,9942
ENSG00000157259,GATAD1,9943
ENSG00000157303,SUSD3,9944
ENSG00000157315,TMED6,9945
ENSG00000157322,CLEC18A,9946
ENSG00000157326,DHRS4,9947
ENSG00000157330,CFAP107,9948
ENSG00000157335,CLEC18C,9949
ENSG00000157343,ARMC12,9950
ENSG00000157349,DDX19B,9951
ENSG00000157350,ST3GAL2,9952
ENSG00000157353,FCSK,9953
ENSG00000157368,IL34,9954
ENSG00000157379,DHRS1,9955
ENSG00000157388,CACNA1D,9956
ENSG00000157399,ARSL,9957
ENSG00000157404,KIT,9958
ENSG00000157423,HYDIN,9959
ENSG00000157426,AASDH,9960
ENSG00000157429,ZNF19,9961
ENSG00000157445,CACNA2D3,9962
ENSG00000157450,RNF111,9963
ENSG00000157456,CCNB2,9964
ENSG00000157470,FAM81A,9965
ENSG00000157483,MYO1E,9966
ENSG00000157500,APPL1,9967
ENSG00000157502,PWWP3B,9968
ENSG00000157510,AFAP1L1,9969
ENSG00000157514,TSC22D3,9970
ENSG00000157538,VPS26C,9971
ENSG00000157540,DYRK1A,9972
ENSG00000157542,KCNJ6,9973
ENSG00000157551,KCNJ15,9974
ENSG00000157554,ERG,9975
ENSG00000157557,ETS2,9976
ENSG00000157570,TSPAN18,9977
ENSG00000157578,LCA5L,9978
ENSG00000157593,SLC35B2,9979
ENSG00000157600,TMEM164,9980
ENSG00000157601,MX1,9981
ENSG00000157613,CREB3L1,9982
ENSG00000157617,C2CD2,9983
ENSG00000157625,TAB3,9984
ENSG00000157637,SLC38A10,9985
ENSG00000157653,C9orf43,9986
ENSG00000157654,PALM2AKAP2,9987
ENSG00000157657,ZNF618,9988
ENSG00000157680,DGKI,9989
ENSG00000157693,TMEM268,9990
ENSG00000157703,SVOPL,9991
ENSG00000157734,SNX22,9992
ENSG00000157741,UBN2,9993
ENSG00000157764,BRAF,9994
ENSG00000157765,SLC34A2,9995
ENSG00000157766,ACAN,9996
ENSG00000157778,PSMG3,9997
ENSG00000157782,CABP1,9998
ENSG00000157796,WDR19,9999
ENSG00000157800,SLC37A3,10000
ENSG00000157823,AP3S2,10001
ENSG00000157827,FMNL2,10002
ENSG00000157833,GAREM2,10003
ENSG00000157837,SPPL3,10004
ENSG00000157851,DPYSL5,10005
ENSG00000157856,DRC1,10006
ENSG00000157869,RAB28,10007
ENSG00000157870,PRXL2B,10008
ENSG00000157873,TNFRSF14,10009
ENSG00000157881,PANK4,10010
ENSG00000157884,CIB4,10011
ENSG00000157890,MEGF11,10012
ENSG00000157895,C12orf43,10013
ENSG00000157911,PEX10,10014
ENSG00000157916,RER1,10015
ENSG00000157927,RADIL,10016
ENSG00000157933,SKI,10017
ENSG00000157954,WIPI2,10018
ENSG00000157978,LDLRAP1,10019
ENSG00000157985,AGAP1,10020
ENSG00000157992,KRTCAP3,10021
ENSG00000157999,ANKRD61,10022
ENSG00000158006,PAFAH2,10023
ENSG00000158008,EXTL1,10024
ENSG00000158014,SLC30A2,10025
ENSG00000158019,BABAM2,10026
ENSG00000158022,TRIM63,10027
ENSG00000158023,CFAP251,10028
ENSG00000158042,MRPL17,10029
ENSG00000158050,DUSP2,10030
ENSG00000158055,GRHL3,10031
ENSG00000158062,UBXN11,10032
ENSG00000158077,NLRP14,10033
ENSG00000158079,PTPDC1,10034
ENSG00000158089,GALNT14,10035
ENSG00000158092,NCK1,10036
ENSG00000158104,HPD,10037
ENSG00000158106,RHPN1,10038
ENSG00000158109,TPRG1L,10039
ENSG00000158113,LRRC43,10040
ENSG00000158122,PRXL2C,10041
ENSG00000158125,XDH,10042
ENSG00000158156,XKR8,10043
ENSG00000158158,CNNM4,10044
ENSG00000158161,EYA3,10045
ENSG00000158163,DZIP1L,10046
ENSG00000158164,TMSB15A,10047
ENSG00000158169,FANCC,10048
ENSG00000158186,MRAS,10049
ENSG00000158195,WASF2,10050
ENSG00000158201,ABHD3,10051
ENSG00000158220,ESYT3,10052
ENSG00000158234,FAIM,10053
ENSG00000158246,TENT5B,10054
ENSG00000158258,CLSTN2,10055
ENSG00000158270,COLEC12,10056
ENSG00000158286,RNF207,10057
ENSG00000158290,CUL4B,10058
ENSG00000158292,GPR153,10059
ENSG00000158296,SLC13A3,10060
ENSG00000158301,GPRASP2,10061
ENSG00000158315,RHBDL2,10062
ENSG00000158321,AUTS2,10063
ENSG00000158352,SHROOM4,10064
ENSG00000158373,H2BC5,10065
ENSG00000158402,CDC25C,10066
ENSG00000158406,H4C8,10067
ENSG00000158411,MITD1,10068
ENSG00000158417,EIF5B,10069
ENSG00000158423,RIBC1,10070
ENSG00000158427,TMSB15B,10071
ENSG00000158428,CATIP,10072
ENSG00000158435,CNOT11,10073
ENSG00000158445,KCNB1,10074
ENSG00000158457,TSPAN33,10075
ENSG00000158458,NRG2,10076
ENSG00000158467,AHCYL2,10077
ENSG00000158470,B4GALT5,10078
ENSG00000158473,CD1D,10079
ENSG00000158477,CD1A,10080
ENSG00000158480,SPATA2,10081
ENSG00000158481,CD1C,10082
ENSG00000158485,CD1B,10083
ENSG00000158486,DNAH3,10084
ENSG00000158488,CD1E,10085
ENSG00000158497,HMHB1,10086
ENSG00000158516,CPA2,10087
ENSG00000158517,NCF1,10088
ENSG00000158525,CPA5,10089
ENSG00000158526,TSR2,10090
ENSG00000158528,PPP1R9A,10091
ENSG00000158545,ZC3H18,10092
ENSG00000158552,ZFAND2B,10093
ENSG00000158553,POM121L2,10094
ENSG00000158555,GDPD5,10095
ENSG00000158560,DYNC1I1,10096
ENSG00000158571,PFKFB1,10097
ENSG00000158578,ALAS2,10098
ENSG00000158604,TMED4,10099
ENSG00000158615,PPP1R15B,10100
ENSG00000158623,COPG2,10101
ENSG00000158636,EMSY,10102
ENSG00000158639,PAGE5,10103
ENSG00000158669,GPAT4,10104
ENSG00000158683,PKD1L1,10105
ENSG00000158691,ZSCAN12,10106
ENSG00000158710,TAGLN2,10107
ENSG00000158711,ELK4,10108
ENSG00000158714,SLAMF8,10109
ENSG00000158715,SLC45A3,10110
ENSG00000158716,DUSP23,10111
ENSG00000158717,RNF166,10112
ENSG00000158747,NBL1,10113
ENSG00000158748,HTR6,10114
ENSG00000158764,ITLN2,10115
ENSG00000158769,F11R,10116
ENSG00000158773,USF1,10117
ENSG00000158786,PLA2G2F,10118
ENSG00000158792,SPATA2L,10119
ENSG00000158793,NIT1,10120
ENSG00000158796,DEDD,10121
ENSG00000158805,ZNF276,10122
ENSG00000158806,NPM2,10123
ENSG00000158813,EDA,10124
ENSG00000158815,FGF17,10125
ENSG00000158816,VWA5B1,10126
ENSG00000158825,CDA,10127
ENSG00000158828,PINK1,10128
ENSG00000158850,B4GALT3,10129
ENSG00000158856,DMTN,10130
ENSG00000158859,ADAMTS4,10131
ENSG00000158863,FHIP2B,10132
ENSG00000158864,NDUFS2,10133
ENSG00000158865,SLC5A11,10134
ENSG00000158869,FCER1G,10135
ENSG00000158874,APOA2,10136
ENSG00000158882,TOMM40L,10137
ENSG00000158887,MPZ,10138
ENSG00000158901,WFDC8,10139
ENSG00000158941,CCAR2,10140
ENSG00000158955,WNT9B,10141
ENSG00000158966,CACHD1,10142
ENSG00000158985,CDC42SE2,10143
ENSG00000158987,RAPGEF6,10144
ENSG00000159023,EPB41,10145
ENSG00000159055,MIS18A,10146
ENSG00000159063,ALG8,10147
ENSG00000159069,FBXW5,10148
ENSG00000159079,CFAP298,10149
ENSG00000159082,SYNJ1,10150
ENSG00000159086,PAXBP1,10151
ENSG00000159110,IFNAR2,10152
ENSG00000159111,MRPL10,10153
ENSG00000159128,IFNGR2,10154
ENSG00000159131,GART,10155
ENSG00000159140,SON,10156
ENSG00000159147,DONSON,10157
ENSG00000159164,SV2A,10158
ENSG00000159166,LAD1,10159
ENSG00000159167,STC1,10160
ENSG00000159173,TNNI1,10161
ENSG00000159176,CSRP1,10162
ENSG00000159182,PRAC1,10163
ENSG00000159184,HOXB13,10164
ENSG00000159189,C1QC,10165
ENSG00000159197,KCNE2,10166
ENSG00000159199,ATP5MC1,10167
ENSG00000159200,RCAN1,10168
ENSG00000159202,UBE2Z,10169
ENSG00000159208,CIART,10170
ENSG00000159210,SNF8,10171
ENSG00000159212,CLIC6,10172
ENSG00000159214,CCDC24,10173
ENSG00000159216,RUNX1,10174
ENSG00000159217,IGF2BP1,10175
ENSG00000159224,GIP,10176
ENSG00000159228,CBR1,10177
ENSG00000159231,CBR3,10178
ENSG00000159239,,10179
ENSG00000159248,GJD2,10180
ENSG00000159251,ACTC1,10181
ENSG00000159256,MORC3,10182
ENSG00000159259,CHAF1B,10183
ENSG00000159261,CLDN14,10184
ENSG00000159263,SIM2,10185
ENSG00000159267,HLCS,10186
ENSG00000159289,GOLGA6A,10187
ENSG00000159307,SCUBE1,10188
ENSG00000159314,ARHGAP27,10189
ENSG00000159322,ADPGK,10190
ENSG00000159335,PTMS,10191
ENSG00000159337,PLA2G4D,10192
ENSG00000159339,PADI4,10193
ENSG00000159346,ADIPOR1,10194
ENSG00000159348,CYB5R1,10195
ENSG00000159352,PSMD4,10196
ENSG00000159363,ATP13A2,10197
ENSG00000159374,M1AP,10198
ENSG00000159377,PSMB4,10199
ENSG00000159387,IRX6,10200
ENSG00000159388,BTG2,10201
ENSG00000159398,CES5A,10202
ENSG00000159399,HK2,10203
ENSG00000159403,C1R,10204
ENSG00000159409,CELF3,10205
ENSG00000159423,ALDH4A1,10206
ENSG00000159433,STARD9,10207
ENSG00000159445,THEM4,10208
ENSG00000159450,TCHH,10209
ENSG00000159455,LCE2B,10210
ENSG00000159459,UBR1,10211
ENSG00000159461,AMFR,10212
ENSG00000159479,MED8,10213
ENSG00000159495,TGM7,10214
ENSG00000159496,RGL4,10215
ENSG00000159516,SPRR2G,10216
ENSG00000159527,PGLYRP3,10217
ENSG00000159556,ISL2,10218
ENSG00000159579,RSPRY1,10219
ENSG00000159588,CCDC17,10220
ENSG00000159592,GPBP1L1,10221
ENSG00000159593,NAE1,10222
ENSG00000159596,TMEM69,10223
ENSG00000159618,ADGRG5,10224
ENSG00000159625,DRC7,10225
ENSG00000159640,ACE,10226
ENSG00000159648,SPMIP8,10227
ENSG00000159650,UROC1,10228
ENSG00000159658,EFCAB14,10229
ENSG00000159674,SPON2,10230
ENSG00000159685,CHCHD6,10231
ENSG00000159692,CTBP1,10232
ENSG00000159708,LRRC36,10233
ENSG00000159713,TPPP3,10234
ENSG00000159714,ZDHHC1,10235
ENSG00000159720,ATP6V0D1,10236
ENSG00000159723,AGRP,10237
ENSG00000159733,ZFYVE28,10238
ENSG00000159753,CARMIL2,10239
ENSG00000159761,C16orf86,10240
ENSG00000159763,PIP,10241
ENSG00000159784,FAM131B,10242
ENSG00000159788,RGS12,10243
ENSG00000159792,PSKH1,10244
ENSG00000159840,ZYX,10245
ENSG00000159842,ABR,10246
ENSG00000159871,LYPD5,10247
ENSG00000159873,CCDC117,10248
ENSG00000159882,ZNF230,10249
ENSG00000159884,CCDC107,10250
ENSG00000159885,ZNF222,10251
ENSG00000159899,NPR2,10252
ENSG00000159905,ZNF221,10253
ENSG00000159915,ZNF233,10254
ENSG00000159917,ZNF235,10255
ENSG00000159921,GNE,10256
ENSG00000159958,TNFRSF13C,10257
ENSG00000159961,OR3A3,10258
ENSG00000160007,ARHGAP35,10259
ENSG00000160013,PTGIR,10260
ENSG00000160014,CALM3,10261
ENSG00000160049,DFFA,10262
ENSG00000160050,CCDC28B,10263
ENSG00000160051,IQCC,10264
ENSG00000160055,TMEM234,10265
ENSG00000160058,BSDC1,10266
ENSG00000160062,ZBTB8A,10267
ENSG00000160072,ATAD3B,10268
ENSG00000160075,SSU72,10269
ENSG00000160087,UBE2J2,10270
ENSG00000160094,ZNF362,10271
ENSG00000160097,FNDC5,10272
ENSG00000160111,CPAMD8,10273
ENSG00000160113,NR2F6,10274
ENSG00000160117,ANKLE1,10275
ENSG00000160124,MIX23,10276
ENSG00000160131,VMA21,10277
ENSG00000160145,KALRN,10278
ENSG00000160161,CILP2,10279
ENSG00000160179,ABCG1,10280
ENSG00000160180,TFF3,10281
ENSG00000160181,TFF2,10282
ENSG00000160182,TFF1,10283
ENSG00000160183,TMPRSS3,10284
ENSG00000160185,UBASH3A,10285
ENSG00000160188,RSPH1,10286
ENSG00000160190,SLC37A1,10287
ENSG00000160191,PDE9A,10288
ENSG00000160193,WDR4,10289
ENSG00000160194,NDUFV3,10290
ENSG00000160199,PKNOX1,10291
ENSG00000160200,CBS,10292
ENSG00000160201,U2AF1,10293
ENSG00000160202,CRYAA,10294
ENSG00000160207,HSF2BP,10295
ENSG00000160208,RRP1B,10296
ENSG00000160209,PDXK,10297
ENSG00000160211,G6PD,10298
ENSG00000160213,CSTB,10299
ENSG00000160214,RRP1,10300
ENSG00000160216,AGPAT3,10301
ENSG00000160218,TRAPPC10,10302
ENSG00000160219,GAB3,10303
ENSG00000160221,GATD3,10304
ENSG00000160223,ICOSLG,10305
ENSG00000160224,AIRE,10306
ENSG00000160226,CFAP410,10307
ENSG00000160229,ZNF66,10308
ENSG00000160233,LRRC3,10309
ENSG00000160255,ITGB2,10310
ENSG00000160256,SLX9,10311
ENSG00000160271,RALGDS,10312
ENSG00000160282,FTCD,10313
ENSG00000160284,SPATC1L,10314
ENSG00000160285,LSS,10315
ENSG00000160293,VAV2,10316
ENSG00000160294,MCM3AP,10317
ENSG00000160298,C21orf58,10318
ENSG00000160299,PCNT,10319
ENSG00000160305,DIP2A,10320
ENSG00000160307,S100B,10321
ENSG00000160310,PRMT2,10322
ENSG00000160318,CLDND2,10323
ENSG00000160321,ZNF208,10324
ENSG00000160323,ADAMTS13,10325
ENSG00000160325,CACFD1,10326
ENSG00000160326,SLC2A6,10327
ENSG00000160336,ZNF761,10328
ENSG00000160339,FCN2,10329
ENSG00000160345,PIERCE1,10330
ENSG00000160349,LCN1,10331
ENSG00000160352,ZNF714,10332
ENSG00000160360,GPSM1,10333
ENSG00000160392,C19orf47,10334
ENSG00000160396,HIPK4,10335
ENSG00000160401,CFAP157,10336
ENSG00000160404,TOR2A,10337
ENSG00000160408,ST6GALNAC6,10338
ENSG00000160410,SHKBP1,10339
ENSG00000160439,RDH13,10340
ENSG00000160445,ZER1,10341
ENSG00000160446,ZDHHC12,10342
ENSG00000160447,PKN3,10343
ENSG00000160460,SPTBN4,10344
ENSG00000160469,BRSK1,10345
ENSG00000160471,COX6B2,10346
ENSG00000160472,TMEM190,10347
ENSG00000160505,NLRP4,10348
ENSG00000160539,PLPP7,10349
ENSG00000160551,TAOK1,10350
ENSG00000160563,MED27,10351
ENSG00000160570,DEDD2,10352
ENSG00000160584,SIK3,10353
ENSG00000160588,MPZL3,10354
ENSG00000160593,JAML,10355
ENSG00000160602,NEK8,10356
ENSG00000160606,TLCD1,10357
ENSG00000160613,PCSK7,10358
ENSG00000160633,SAFB,10359
ENSG00000160654,CD3G,10360
ENSG00000160678,S100A1,10361
ENSG00000160679,CHTOP,10362
ENSG00000160683,CXCR5,10363
ENSG00000160685,ZBTB7B,10364
ENSG00000160688,FLAD1,10365
ENSG00000160691,SHC1,10366
ENSG00000160695,VPS11,10367
ENSG00000160703,NLRX1,10368
ENSG00000160710,ADAR,10369
ENSG00000160712,IL6R,10370
ENSG00000160714,UBE2Q1,10371
ENSG00000160716,CHRNB2,10372
ENSG00000160741,CRTC2,10373
ENSG00000160746,ANO10,10374
ENSG00000160752,FDPS,10375
ENSG00000160753,RUSC1,10376
ENSG00000160767,ENTREP3,10377
ENSG00000160781,PAQR6,10378
ENSG00000160783,PMF1,10379
ENSG00000160785,SLC25A44,10380
ENSG00000160789,LMNA,10381
ENSG00000160791,CCR5,10382
ENSG00000160796,NBEAL2,10383
ENSG00000160799,CCDC12,10384
ENSG00000160801,PTH1R,10385
ENSG00000160803,UBQLN4,10386
ENSG00000160808,MYL3,10387
ENSG00000160813,PPP1R35,10388
ENSG00000160818,GPATCH4,10389
ENSG00000160838,LRRC71,10390
ENSG00000160856,FCRL3,10391
ENSG00000160862,AZGP1,10392
ENSG00000160867,FGFR4,10393
ENSG00000160868,CYP3A4,10394
ENSG00000160870,CYP3A7,10395
ENSG00000160877,NACC1,10396
ENSG00000160882,CYP11B1,10397
ENSG00000160883,HK3,10398
ENSG00000160886,LY6K,10399
ENSG00000160888,IER2,10400
ENSG00000160908,ZNF394,10401
ENSG00000160917,CPSF4,10402
ENSG00000160932,LY6E,10403
ENSG00000160948,VPS28,10404
ENSG00000160949,TONSL,10405
ENSG00000160951,PTGER1,10406
ENSG00000160953,PWWP3A,10407
ENSG00000160957,RECQL4,10408
ENSG00000160959,LRRC14,10409
ENSG00000160961,ZNF333,10410
ENSG00000160963,COL26A1,10411
ENSG00000160972,PPP1R16A,10412
ENSG00000160973,FOXH1,10413
ENSG00000160991,ORAI2,10414
ENSG00000160993,ALKBH4,10415
ENSG00000160994,TEKTL1,10416
ENSG00000160999,SH2B2,10417
ENSG00000161010,MRNIP,10418
ENSG00000161011,SQSTM1,10419
ENSG00000161013,MGAT4B,10420
ENSG00000161016,RPL8,10421
ENSG00000161021,MAML1,10422
ENSG00000161031,PGLYRP2,10423
ENSG00000161036,LRWD1,10424
ENSG00000161040,FBXL13,10425
ENSG00000161048,NAPEPLD,10426
ENSG00000161055,SCGB3A1,10427
ENSG00000161057,PSMC2,10428
ENSG00000161082,CELF5,10429
ENSG00000161091,MFSD12,10430
ENSG00000161179,YDJC,10431
ENSG00000161180,CCDC116,10432
ENSG00000161202,DVL3,10433
ENSG00000161203,AP2M1,10434
ENSG00000161204,ABCF3,10435
ENSG00000161217,PCYT1A,10436
ENSG00000161243,FBXO27,10437
ENSG00000161249,DMKN,10438
ENSG00000161265,U2AF1L4,10439
ENSG00000161267,BDH1,10440
ENSG00000161270,NPHS1,10441
ENSG00000161277,THAP8,10442
ENSG00000161281,COX7A1,10443
ENSG00000161298,ZNF382,10444
ENSG00000161328,LRRC56,10445
ENSG00000161381,PLXDC1,10446
ENSG00000161395,PGAP3,10447
ENSG00000161405,IKZF3,10448
ENSG00000161509,GRIN2C,10449
ENSG00000161513,FDXR,10450
ENSG00000161526,SAP30BP,10451
ENSG00000161533,ACOX1,10452
ENSG00000161542,PRPSAP1,10453
ENSG00000161544,CYGB,10454
ENSG00000161547,SRSF2,10455
ENSG00000161551,ZNF577,10456
ENSG00000161558,TMEM143,10457
ENSG00000161594,KLHL10,10458
ENSG00000161609,KASH5,10459
ENSG00000161610,HCRT,10460
ENSG00000161618,ALDH16A1,10461
ENSG00000161634,DCD,10462
ENSG00000161638,ITGA5,10463
ENSG00000161640,SIGLEC11,10464
ENSG00000161642,ZNF385A,10465
ENSG00000161643,SIGLEC16,10466
ENSG00000161647,MPP3,10467
ENSG00000161649,CD300LG,10468
ENSG00000161652,IZUMO2,10469
ENSG00000161653,NAGS,10470
ENSG00000161654,LSM12,10471
ENSG00000161664,ASB16,10472
ENSG00000161671,EMC10,10473
ENSG00000161677,JOSD2,10474
ENSG00000161681,SHANK1,10475
ENSG00000161682,FAM171A2,10476
ENSG00000161692,DBF4B,10477
ENSG00000161714,PLCD3,10478
ENSG00000161791,FMNL3,10479
ENSG00000161798,AQP5,10480
ENSG00000161800,RACGAP1,10481
ENSG00000161807,OR7G1,10482
ENSG00000161813,LARP4,10483
ENSG00000161835,TAMALIN,10484
ENSG00000161847,RAVER1,10485
ENSG00000161849,KRT84,10486
ENSG00000161850,KRT82,10487
ENSG00000161860,SYCE2,10488
ENSG00000161888,SPC24,10489
ENSG00000161896,IP6K3,10490
ENSG00000161904,LEMD2,10491
ENSG00000161905,ALOX15,10492
ENSG00000161911,TREML1,10493
ENSG00000161914,ZNF653,10494
ENSG00000161920,MED11,10495
ENSG00000161921,CXCL16,10496
ENSG00000161929,SCIMP,10497
ENSG00000161939,RNASEK-C17orf49,10498
ENSG00000161940,BCL6B,10499
ENSG00000161944,ASGR2,10500
ENSG00000161955,TNFSF13,10501
ENSG00000161956,SENP3,10502
ENSG00000161958,FGF11,10503
ENSG00000161960,EIF4A1,10504
ENSG00000161970,RPL26,10505
ENSG00000161973,CCDC42,10506
ENSG00000161980,POLR3K,10507
ENSG00000161981,SNRNP25,10508
ENSG00000161992,PRR35,10509
ENSG00000161996,WDR90,10510
ENSG00000161999,JMJD8,10511
ENSG00000162004,CCDC78,10512
ENSG00000162006,MSLNL,10513
ENSG00000162009,SSTR5,10514
ENSG00000162032,SPSB3,10515
ENSG00000162039,MEIOB,10516
ENSG00000162040,HS3ST6,10517
ENSG00000162062,TEDC2,10518
ENSG00000162063,CCNF,10519
ENSG00000162065,TBC1D24,10520
ENSG00000162066,AMDHD2,10521
ENSG00000162068,NTN3,10522
ENSG00000162069,BICDL2,10523
ENSG00000162073,PAQR4,10524
ENSG00000162076,FLYWCH2,10525
ENSG00000162078,ZG16B,10526
ENSG00000162086,ZNF75A,10527
ENSG00000162104,ADCY9,10528
ENSG00000162105,SHANK2,10529
ENSG00000162129,CLPB,10530
ENSG00000162139,NEU3,10531
ENSG00000162144,CYB561A3,10532
ENSG00000162148,SAXO4,10533
ENSG00000162174,ASRGL1,10534
ENSG00000162188,GNG3,10535
ENSG00000162191,UBXN1,10536
ENSG00000162194,LBHD1,10537
ENSG00000162222,TTC9C,10538
ENSG00000162227,TAF6L,10539
ENSG00000162231,NXF1,10540
ENSG00000162236,STX5,10541
ENSG00000162241,SLC25A45,10542
ENSG00000162244,RPL29,10543
ENSG00000162267,ITIH3,10544
ENSG00000162298,SYVN1,10545
ENSG00000162300,ZFPL1,10546
ENSG00000162302,RPS6KA4,10547
ENSG00000162337,LRP5,10548
ENSG00000162341,TPCN2,10549
ENSG00000162344,FGF19,10550
ENSG00000162365,CYP4A22,10551
ENSG00000162366,PDZK1IP1,10552
ENSG00000162367,TAL1,10553
ENSG00000162368,CMPK1,10554
ENSG00000162373,BEND5,10555
ENSG00000162374,ELAVL4,10556
ENSG00000162377,COA7,10557
ENSG00000162378,ZYG11B,10558
ENSG00000162383,SLC1A7,10559
ENSG00000162384,CZIB,10560
ENSG00000162385,MAGOH,10561
ENSG00000162390,ACOT11,10562
ENSG00000162391,FAM151A,10563
ENSG00000162396,PARS2,10564
ENSG00000162398,CIMAP2,10565
ENSG00000162399,BSND,10566
ENSG00000162402,USP24,10567
ENSG00000162407,PLPP3,10568
ENSG00000162408,NOL9,10569
ENSG00000162409,PRKAA2,10570
ENSG00000162413,KLHL21,10571
ENSG00000162415,ZSWIM5,10572
ENSG00000162419,GMEB1,10573
ENSG00000162426,SLC45A1,10574
ENSG00000162430,SELENON,10575
ENSG00000162433,AK4,10576
ENSG00000162434,JAK1,10577
ENSG00000162437,RAVER2,10578
ENSG00000162438,CTRC,10579
ENSG00000162441,LZIC,10580
ENSG00000162444,RBP7,10581
ENSG00000162456,KNCN,10582
ENSG00000162458,FBLIM1,10583
ENSG00000162460,TMEM82,10584
ENSG00000162461,SLC25A34,10585
ENSG00000162482,AKR7A3,10586
ENSG00000162490,DRAXIN,10587
ENSG00000162493,PDPN,10588
ENSG00000162494,LRRC38,10589
ENSG00000162496,DHRS3,10590
ENSG00000162510,MATN1,10591
ENSG00000162511,LAPTM5,10592
ENSG00000162512,SDC3,10593
ENSG00000162517,PEF1,10594
ENSG00000162520,SYNC,10595
ENSG00000162521,RBBP4,10596
ENSG00000162522,NHSL3,10597
ENSG00000162526,TSSK3,10598
ENSG00000162542,TMCO4,10599
ENSG00000162543,UBXN10,10600
ENSG00000162545,CAMK2N1,10601
ENSG00000162551,ALPL,10602
ENSG00000162552,WNT4,10603
ENSG00000162571,TTLL10,10604
ENSG00000162572,SCNN1D,10605
ENSG00000162576,MXRA8,10606
ENSG00000162585,FAAP20,10607
ENSG00000162591,MEGF6,10608
ENSG00000162592,CCDC27,10609
ENSG00000162594,IL23R,10610
ENSG00000162595,DIRAS3,10611
ENSG00000162598,C1orf87,10612
ENSG00000162599,NFIA,10613
ENSG00000162600,OMA1,10614
ENSG00000162601,MYSM1,10615
ENSG00000162604,TM2D1,10616
ENSG00000162607,USP1,10617
ENSG00000162613,FUBP1,10618
ENSG00000162614,NEXN,10619
ENSG00000162616,DNAJB4,10620
ENSG00000162618,ADGRL4,10621
ENSG00000162620,LRRIQ3,10622
ENSG00000162621,LRRC53,10623
ENSG00000162623,TYW3,10624
ENSG00000162624,LHX8,10625
ENSG00000162627,SNX7,10626
ENSG00000162630,B3GALT2,10627
ENSG00000162631,NTNG1,10628
ENSG00000162636,EEIG2,10629
ENSG00000162639,HENMT1,10630
ENSG00000162641,AKNAD1,10631
ENSG00000162642,C1orf52,10632
ENSG00000162643,DNAI3,10633
ENSG00000162645,GBP2,10634
ENSG00000162650,ATXN7L2,10635
ENSG00000162654,GBP4,10636
ENSG00000162664,ZNF326,10637
ENSG00000162669,HFM1,10638
ENSG00000162670,BRINP3,10639
ENSG00000162676,GFI1,10640
ENSG00000162687,KCNT2,10641
ENSG00000162688,AGL,10642
ENSG00000162692,VCAM1,10643
ENSG00000162694,EXTL2,10644
ENSG00000162695,SLC30A7,10645
ENSG00000162702,ZNF281,10646
ENSG00000162704,ARPC5,10647
ENSG00000162706,CADM3,10648
ENSG00000162711,NLRP3,10649
ENSG00000162714,ZNF496,10650
ENSG00000162722,TRIM58,10651
ENSG00000162723,SLAMF9,10652
ENSG00000162727,OR2M5,10653
ENSG00000162728,KCNJ9,10654
ENSG00000162729,IGSF8,10655
ENSG00000162733,DDR2,10656
ENSG00000162734,PEA15,10657
ENSG00000162735,PEX19,10658
ENSG00000162736,NCSTN,10659
ENSG00000162738,VANGL2,10660
